protocol,src_ip,dst_ip,src_port,dst_port,label
icmp,10.24.48.143,223.103.52.228,0,0,normal
tcp,211.187.194.171,172.25.38.233,44552,1433,malicious
tcp,217.168.244.182,15.65.72.117,9719,9001,normal
tcp,192.168.30.70,115.47.9.178,65531,9001,normal
icmp,192.168.80.103,238.128.195.242,0,0,normal
udp,61.222.149.56,249.101.71.47,52629,143,normal
icmp,172.16.52.242,172.23.190.211,0,0,normal
tcp,192.168.14.5,172.31.210.55,57673,80,normal
tcp,172.17.167.111,172.22.24.4,63668,61507,normal
icmp,192.168.228.130,192.168.200.16,0,0,malicious
tcp,10.111.45.97,192.168.62.102,25266,8000,normal
udp,172.18.4.45,172.20.86.6,18830,67,normal
udp,172.31.238.92,192.168.227.102,37997,53,normal
tcp,125.26.67.145,195.23.237.97,63912,0,malicious
udp,204.108.133.33,28.74.157.31,45830,8888,normal
icmp,172.30.102.95,34.107.118.82,0,0,normal
udp,10.138.75.249,64.189.101.193,32436,5000,normal
tcp,222.186.30.11,183.106.68.26,39563,31480,malicious
icmp,10.1.49.51,172.20.140.21,0,0,normal
icmp,139.187.28.168,208.164.27.234,0,0,normal
udp,58.80.106.143,192.168.158.162,33078,23424,normal
tcp,192.168.70.180,172.23.174.243,44036,68,normal
tcp,192.168.67.68,77.189.218.36,817,67,normal
udp,10.233.115.193,192.168.117.176,61960,49414,normal
tcp,159.98.14.89,10.111.51.86,37053,25,normal
icmp,10.75.18.167,192.168.60.236,0,0,normal
tcp,107.150.82.240,168.231.68.163,28382,8888,normal
tcp,168.192.67.201,172.18.21.94,55691,161,malicious
icmp,10.201.107.108,10.62.113.188,0,0,normal
udp,192.168.174.52,10.96.149.195,29334,0,malicious
udp,139.173.172.208,10.56.134.6,46251,5001,normal
icmp,10.126.189.100,10.112.69.247,0,0,normal
icmp,10.169.98.189,230.124.243.60,0,0,malicious
icmp,10.252.251.196,192.168.92.18,0,0,normal
tcp,10.136.150.64,172.24.156.127,49559,993,normal
tcp,102.247.104.249,70.162.146.99,21512,8888,normal
udp,10.191.54.80,209.64.84.34,27861,67,normal
tcp,192.168.57.5,138.105.250.203,21693,28143,normal
icmp,192.168.246.90,172.21.115.226,0,0,normal
icmp,172.20.202.165,172.21.147.147,0,0,normal
tcp,10.58.26.250,172.22.48.160,46092,9000,normal
udp,172.22.185.160,192.168.142.156,45315,80,normal
udp,10.156.250.79,192.168.28.140,34588,587,normal
tcp,10.52.254.213,192.168.209.69,44760,587,normal
icmp,192.168.4.230,172.23.22.199,0,0,normal
udp,78.97.0.85,192.168.241.219,33672,8000,normal
icmp,10.17.16.103,139.142.70.115,0,0,normal
icmp,193.61.130.14,10.207.162.124,0,0,normal
icmp,192.168.148.175,172.28.144.245,0,0,normal
icmp,192.168.155.19,10.120.196.86,0,0,normal
tcp,172.19.87.107,82.43.207.214,6446,993,normal
icmp,172.23.129.255,154.12.139.172,0,0,normal
icmp,192.168.148.62,192.168.59.175,0,0,normal
icmp,115.130.235.68,192.168.213.203,0,0,normal
tcp,10.38.198.74,172.19.86.61,40359,161,malicious
icmp,192.168.206.215,192.168.76.48,0,0,normal
udp,172.26.116.50,192.168.68.252,4433,44960,normal
icmp,14.116.211.19,172.19.35.254,0,0,normal
tcp,13.242.155.33,252.148.1.31,58324,9000,normal
udp,172.30.50.39,11.248.230.47,16120,47569,normal
icmp,10.145.40.164,172.30.184.175,0,0,normal
udp,58.168.216.119,36.137.157.155,2603,5001,normal
tcp,192.168.29.7,172.26.155.253,12620,9000,normal
udp,172.31.111.5,172.24.43.22,48017,161,malicious
tcp,192.168.96.91,125.84.166.206,53084,37548,normal
udp,172.24.252.219,38.187.77.165,39626,161,malicious
icmp,172.26.220.77,172.22.235.172,0,0,normal
tcp,192.168.64.59,172.27.223.103,45856,67,normal
udp,192.168.219.229,89.63.87.117,9282,21083,normal
udp,10.165.82.133,93.144.219.53,24890,42784,normal
icmp,28.248.117.77,172.27.135.163,0,0,normal
icmp,192.168.100.1,172.31.240.145,0,0,normal
udp,107.88.246.195,10.44.126.178,5068,51685,normal
tcp,10.208.66.6,51.148.77.240,24593,5001,normal
icmp,176.222.201.237,211.25.241.21,0,0,normal
tcp,192.168.36.147,192.168.85.81,7554,5650,normal
tcp,49.76.148.89,172.23.74.80,51220,41102,normal
icmp,10.114.79.186,56.106.225.137,0,0,normal
tcp,153.121.185.37,192.168.125.38,22285,1900,malicious
tcp,4.106.18.67,172.26.163.153,17042,9000,normal
icmp,10.240.80.112,116.25.98.51,0,0,malicious
tcp,172.28.169.170,32.152.54.254,5841,63331,normal
udp,172.24.171.206,172.26.207.105,55249,39800,normal
tcp,172.16.243.128,10.96.84.121,44724,137,malicious
tcp,172.30.46.211,10.146.8.88,33701,23,malicious
udp,153.169.248.96,172.21.234.111,9179,993,normal
udp,172.26.12.120,172.23.248.238,43396,33892,normal
tcp,96.110.30.169,192.168.163.158,52460,53,normal
icmp,192.168.68.179,192.168.210.117,0,0,normal
tcp,103.27.202.112,192.168.35.120,63266,38833,malicious
tcp,172.22.110.88,192.168.78.59,39709,47043,normal
icmp,192.168.10.247,172.22.60.30,0,0,malicious
icmp,192.168.53.79,56.24.84.81,0,0,normal
tcp,172.20.101.254,49.80.140.32,46487,68,normal
icmp,192.168.71.212,192.168.21.247,0,0,normal
icmp,172.16.133.113,3.244.157.151,0,0,normal
icmp,79.235.14.241,99.179.181.190,0,0,normal
icmp,10.198.57.6,172.19.177.204,0,0,normal
udp,234.27.243.201,172.28.77.142,1141,9849,normal
tcp,120.215.202.63,172.17.199.55,56588,62637,normal
tcp,22.134.106.6,192.168.175.51,18669,5001,normal
tcp,160.246.143.11,17.88.149.178,41099,8080,malicious
udp,10.119.6.74,143.165.168.84,52533,8000,normal
icmp,1.11.145.1,172.26.15.203,0,0,normal
icmp,198.112.53.57,172.19.219.80,0,0,normal
tcp,192.168.148.194,10.14.237.154,9631,443,normal
udp,10.83.78.71,122.207.182.134,30116,36162,normal
udp,10.75.151.76,192.168.99.127,60456,7688,normal
tcp,10.216.111.147,172.19.215.225,24055,9001,normal
icmp,10.179.68.128,172.22.116.107,0,0,normal
tcp,103.27.202.112,185.221.89.122,46925,58598,malicious
icmp,172.27.79.160,172.18.27.185,0,0,normal
udp,192.168.109.99,91.169.114.109,13175,28617,normal
tcp,89.248.167.131,192.168.252.246,41689,11498,malicious
tcp,192.168.68.88,172.18.196.206,46093,26202,normal
tcp,172.29.20.34,137.103.219.23,23695,8000,normal
icmp,172.20.205.129,153.15.160.131,0,0,normal
udp,192.168.97.35,172.24.175.48,35523,8000,normal
tcp,59.123.93.98,172.28.16.226,59782,8000,normal
tcp,10.10.18.250,201.13.187.28,61183,5000,normal
udp,10.219.193.226,10.171.94.51,14993,68,normal
udp,31.242.58.31,192.168.159.38,31637,8888,normal
icmp,10.46.78.122,192.168.182.115,0,0,normal
tcp,10.175.148.197,192.168.138.207,23495,143,normal
icmp,192.168.204.37,10.42.62.78,0,0,normal
udp,96.100.182.134,92.182.221.96,26680,8888,normal
udp,192.168.42.151,172.22.53.96,27013,3389,malicious
tcp,100.18.48.123,148.178.208.193,5261,67,normal
udp,192.168.42.96,192.168.187.43,45517,9001,normal
udp,192.168.24.143,10.158.109.94,59830,19,malicious
udp,222.144.184.7,192.168.229.25,12159,5000,normal
icmp,192.168.211.44,42.249.93.49,0,0,normal
icmp,10.35.211.138,10.52.207.224,0,0,normal
tcp,10.74.246.70,10.38.248.177,48576,443,normal
udp,10.148.153.48,192.168.171.223,15665,587,normal
icmp,172.22.38.119,192.168.128.100,0,0,normal
icmp,192.168.156.226,41.66.47.67,0,0,malicious
tcp,192.168.182.87,132.248.108.255,35446,5000,normal
udp,205.182.59.40,224.164.18.36,55338,68,normal
icmp,192.168.182.253,163.243.104.131,0,0,normal
icmp,172.21.156.169,96.56.163.99,0,0,normal
tcp,172.30.152.210,172.21.78.71,37542,29388,normal
tcp,192.168.208.173,241.136.33.162,59918,445,malicious
udp,192.168.127.205,172.31.50.74,29069,80,normal
udp,10.190.25.225,131.168.158.68,2655,9001,normal
udp,208.213.98.107,192.168.116.62,36104,67,normal
icmp,10.213.10.214,241.103.47.139,0,0,normal
icmp,78.62.152.49,172.24.44.129,0,0,normal
tcp,192.168.10.42,192.168.34.74,10308,67,normal
udp,219.128.241.26,243.225.1.32,54375,8080,malicious
icmp,10.98.130.34,142.231.76.61,0,0,normal
udp,172.22.179.81,192.168.180.82,52957,21,malicious
icmp,114.237.97.177,5.185.133.249,0,0,malicious
udp,10.60.232.163,172.20.108.120,50662,40107,normal
tcp,10.67.218.144,192.168.17.252,17065,587,normal
tcp,71.146.120.235,172.21.195.45,51278,9001,normal
udp,172.30.70.242,192.168.196.146,65426,68,normal
tcp,192.168.88.149,172.19.6.179,9069,45220,normal
tcp,18.151.73.44,192.168.197.179,16980,8000,normal
icmp,214.112.228.80,76.245.73.239,0,0,normal
icmp,172.24.195.204,172.25.151.111,0,0,malicious
icmp,192.168.127.7,192.168.163.100,0,0,normal
tcp,192.168.69.38,10.205.88.196,59034,443,normal
udp,10.237.178.205,186.152.20.125,33362,4162,normal
tcp,10.159.114.193,192.168.62.231,40736,8014,normal
icmp,192.168.221.155,192.168.252.0,0,0,normal
tcp,172.19.166.151,194.114.203.86,31890,25,normal
icmp,10.117.81.47,10.242.218.245,0,0,malicious
udp,10.96.89.126,172.31.10.145,12578,53,normal
icmp,172.24.184.201,10.247.113.117,0,0,normal
icmp,10.143.226.222,192.168.79.250,0,0,normal
icmp,72.90.166.184,192.168.118.161,0,0,normal
udp,10.105.130.59,10.74.150.172,20735,46899,normal
icmp,192.168.67.29,10.226.129.39,0,0,normal
tcp,192.168.72.160,149.63.215.139,20460,25,normal
tcp,172.26.244.199,254.43.120.60,57055,5000,normal
udp,243.180.76.78,172.16.210.137,21623,8888,normal
icmp,192.168.9.127,10.39.144.25,0,0,normal
icmp,50.190.32.215,10.68.168.222,0,0,normal
udp,146.27.55.25,10.207.215.182,9924,15909,normal
udp,192.168.26.200,192.168.189.94,28883,3259,normal
icmp,185.120.131.251,10.115.68.78,0,0,normal
tcp,192.168.16.94,10.148.1.52,50532,161,malicious
icmp,172.25.231.245,9.153.154.19,0,0,normal
icmp,172.18.44.119,172.26.223.201,0,0,normal
udp,192.168.33.19,192.168.71.134,23595,25,normal
tcp,2.51.80.201,192.168.163.17,34363,9000,normal
tcp,10.160.61.176,126.143.66.135,63126,80,normal
tcp,170.160.46.94,192.168.115.247,63992,9001,normal
icmp,10.60.27.190,192.168.136.116,0,0,normal
udp,172.26.199.191,10.61.233.227,51297,53,normal
tcp,61.218.65.60,172.26.54.75,64179,80,normal
tcp,172.19.41.84,139.86.139.128,33918,1900,malicious
udp,192.168.194.211,10.91.221.36,47724,8080,malicious
udp,192.168.191.28,192.168.63.51,8535,8443,malicious
icmp,192.168.30.117,10.252.115.138,0,0,normal
icmp,10.50.92.215,20.74.142.108,0,0,malicious
tcp,91.240.118.129,172.21.50.29,517,19150,malicious
udp,10.85.106.17,230.50.204.102,39902,5000,normal
icmp,46.114.203.50,10.244.107.125,0,0,normal
icmp,192.168.3.41,165.226.89.234,0,0,malicious
udp,222.186.30.11,192.168.152.104,58388,14012,malicious
icmp,172.28.196.102,148.44.211.25,0,0,normal
tcp,172.17.92.163,223.89.198.133,58875,587,normal
icmp,208.125.185.71,0.243.201.121,0,0,normal
tcp,104.228.172.106,192.168.236.216,9252,9000,normal
udp,233.150.119.244,172.18.9.160,16078,41026,normal
icmp,192.168.11.219,246.131.153.63,0,0,normal
tcp,192.168.75.47,192.168.82.198,23455,68,normal
udp,192.168.43.78,10.117.21.54,22672,25,normal
icmp,94.249.65.2,192.170.192.164,0,0,normal
udp,89.96.241.154,10.24.158.238,44524,3389,malicious
icmp,173.226.65.130,192.168.62.133,0,0,malicious
udp,10.251.187.249,172.31.105.30,44455,9000,normal
tcp,172.22.114.243,206.106.80.24,59360,5001,normal
tcp,59.180.74.30,255.64.92.179,48281,25,normal
udp,193.38.140.171,192.168.141.108,42356,0,malicious
udp,172.28.237.34,122.104.157.18,64288,443,normal
udp,192.168.208.89,10.92.169.90,35984,8000,normal
tcp,142.110.45.37,172.16.243.52,52980,993,normal
icmp,10.254.234.92,192.168.190.74,0,0,normal
udp,172.31.126.170,240.38.140.178,39930,9000,normal
icmp,192.168.43.179,10.62.250.146,0,0,normal
tcp,242.136.222.69,133.40.203.93,42673,67,normal
icmp,10.0.152.172,10.153.54.92,0,0,normal
udp,172.25.72.119,192.168.58.173,4274,52306,normal
tcp,31.227.75.16,192.168.137.203,63812,12302,normal
icmp,228.73.222.14,192.168.186.80,0,0,normal
udp,192.168.31.2,10.252.92.127,7709,143,normal
udp,10.164.171.76,239.245.209.245,26372,9001,normal
tcp,172.29.180.156,172.26.83.120,10200,68,normal
tcp,172.27.98.59,10.27.146.160,7823,8888,normal
tcp,89.248.167.131,172.155.165.75,36685,26328,malicious
udp,192.168.82.12,192.168.186.79,63110,9000,normal
tcp,10.165.44.229,81.185.233.21,30708,9001,normal
udp,10.203.117.214,10.220.126.248,60219,5000,normal
icmp,172.23.20.159,10.3.87.194,0,0,normal
icmp,200.129.103.148,131.72.126.94,0,0,normal
tcp,198.179.88.163,192.168.90.17,43048,143,normal
icmp,65.191.76.145,172.23.127.83,0,0,normal
icmp,192.168.232.104,172.17.99.159,0,0,normal
tcp,89.248.167.131,241.11.125.129,32171,41109,malicious
udp,10.36.207.97,172.19.34.94,25887,33870,normal
tcp,192.168.119.0,172.23.79.40,13745,8080,malicious
icmp,10.14.154.123,172.30.42.188,0,0,normal
udp,10.37.122.253,190.41.182.48,26082,68,normal
udp,10.158.209.222,10.245.89.104,46592,63877,normal
tcp,45.83.64.1,172.31.53.27,64128,50942,malicious
udp,192.168.85.239,182.61.14.200,5004,22455,normal
udp,192.168.110.149,172.16.175.178,33975,9001,normal
icmp,192.168.253.230,172.30.211.4,0,0,normal
icmp,172.31.111.212,192.168.155.147,0,0,normal
tcp,254.100.200.205,161.136.206.131,10308,8961,normal
icmp,172.29.169.28,10.28.148.101,0,0,normal
udp,172.17.227.6,10.165.201.182,10280,587,normal
icmp,192.168.228.221,164.31.201.186,0,0,normal
tcp,192.168.209.180,167.165.202.9,30539,143,normal
tcp,10.229.223.117,192.168.176.209,25188,38561,normal
tcp,192.168.103.142,192.168.19.93,1005,143,normal
tcp,10.203.144.79,70.50.245.255,55897,993,normal
tcp,192.168.76.168,192.168.150.136,1926,0,malicious
tcp,178.157.165.116,10.250.244.143,40904,8888,normal
tcp,179.58.75.156,10.40.59.53,55053,8000,normal
tcp,192.168.173.221,175.222.73.108,36904,143,normal
udp,172.26.247.157,192.168.94.143,28283,587,normal
tcp,198.144.121.93,172.26.93.67,64161,44431,malicious
udp,10.70.94.78,192.168.208.196,58241,38690,normal
tcp,24.159.211.214,10.35.4.97,45955,593,malicious
udp,192.168.152.128,192.168.37.175,44274,8000,normal
udp,52.216.156.210,252.140.166.139,58877,9000,normal
tcp,185.220.101.4,192.168.149.12,57943,47917,malicious
tcp,172.21.97.199,192.168.111.144,22043,67,normal
udp,91.185.149.26,192.168.61.67,16200,443,normal
icmp,192.168.217.221,192.168.221.232,0,0,normal
icmp,10.49.170.92,149.64.116.20,0,0,malicious
icmp,10.225.176.20,10.192.98.34,0,0,normal
icmp,157.196.208.20,192.168.25.52,0,0,normal
tcp,222.255.128.126,78.229.79.27,44301,5000,normal
tcp,172.26.21.15,233.146.180.78,18633,1,malicious
udp,55.137.209.192,172.29.121.240,27387,123,malicious
udp,10.210.187.115,172.29.250.129,52633,35245,normal
tcp,172.16.86.17,10.123.229.215,25401,69,malicious
icmp,34.199.79.3,83.141.168.58,0,0,normal
icmp,236.241.20.65,10.140.167.189,0,0,normal
udp,172.28.211.251,192.168.31.95,50207,67,normal
icmp,10.91.200.113,245.72.5.234,0,0,normal
icmp,172.24.11.90,92.183.241.205,0,0,normal
tcp,10.222.22.177,10.211.230.49,56538,14616,normal
udp,10.148.239.134,10.44.230.252,41195,80,normal
icmp,172.23.134.51,192.168.238.50,0,0,normal
icmp,201.162.59.244,192.168.28.202,0,0,normal
tcp,10.196.30.85,192.168.72.147,38917,67,normal
icmp,10.231.108.9,10.134.231.40,0,0,normal
udp,10.35.14.40,192.168.92.192,39309,22377,normal
icmp,10.196.132.166,182.16.207.48,0,0,normal
tcp,10.82.157.41,172.23.161.171,61902,21497,normal
tcp,164.238.171.170,192.168.23.95,16943,27697,normal
udp,172.28.90.72,136.111.233.106,50568,993,normal
udp,172.31.198.180,192.168.225.128,12358,26256,normal
udp,168.151.218.200,129.120.70.253,63894,58243,normal
tcp,172.21.137.114,192.168.204.24,21816,5001,normal
icmp,172.19.77.211,172.30.127.152,0,0,normal
udp,192.168.37.70,172.25.18.141,61449,67,normal
tcp,104.98.246.67,247.172.101.107,59129,35927,normal
tcp,222.186.30.11,10.232.5.154,61437,2341,malicious
udp,10.6.111.140,192.168.38.212,12494,8000,normal
icmp,207.110.161.165,192.168.24.119,0,0,normal
icmp,172.28.78.21,172.26.37.167,0,0,normal
tcp,192.168.62.99,46.93.53.155,35977,53,normal
tcp,10.230.179.145,172.31.113.183,24351,1900,malicious
udp,96.245.75.13,172.20.177.252,61918,80,normal
tcp,212.90.45.164,172.23.178.19,30819,5001,normal
udp,10.211.209.56,183.111.238.48,31862,25,normal
udp,9.251.219.145,156.59.4.245,51694,67,normal
udp,172.18.190.43,10.121.55.120,7852,5000,normal
icmp,16.207.240.243,192.168.192.235,0,0,normal
icmp,221.124.0.25,56.239.182.82,0,0,normal
udp,192.168.173.254,10.204.26.96,8422,42513,normal
udp,172.24.27.17,10.12.250.220,51721,5000,normal
tcp,10.222.121.39,203.82.101.51,6751,1,malicious
icmp,192.168.220.48,172.20.104.137,0,0,normal
udp,238.236.164.117,248.116.173.247,25618,32996,normal
tcp,149.91.2.201,172.22.220.85,62643,69,malicious
tcp,140.116.209.252,10.195.99.95,20658,587,normal
tcp,38.61.63.96,172.19.49.221,28273,8080,malicious
icmp,192.168.104.144,233.197.204.55,0,0,normal
tcp,189.254.230.123,192.168.49.113,33076,20907,normal
icmp,195.99.134.10,172.29.196.71,0,0,normal
tcp,93.67.170.161,24.189.217.0,45429,443,normal
icmp,110.3.70.91,113.83.114.113,0,0,normal
tcp,198.144.121.93,172.18.229.147,26870,7062,malicious
udp,10.137.217.143,192.168.18.143,7109,34736,normal
icmp,208.123.253.230,172.24.167.242,0,0,malicious
udp,24.179.169.206,172.28.7.1,65136,53012,normal
icmp,10.101.15.62,10.222.200.139,0,0,malicious
icmp,20.243.97.8,172.26.186.57,0,0,normal
udp,142.70.230.190,204.163.62.200,54660,18438,normal
tcp,172.25.245.163,169.180.155.252,59844,0,malicious
tcp,172.16.72.127,192.168.111.119,18983,53,normal
udp,192.168.168.197,172.29.19.191,37302,5001,normal
tcp,10.94.129.206,172.16.115.140,36218,9001,normal
tcp,10.131.179.108,172.28.121.133,15115,5000,normal
icmp,192.168.204.3,192.168.230.228,0,0,normal
icmp,87.193.79.29,172.31.16.244,0,0,normal
udp,172.22.12.71,10.220.76.60,38286,9001,normal
icmp,10.146.199.67,172.16.126.83,0,0,normal
udp,10.239.180.48,10.109.210.128,50911,11591,normal
udp,172.31.187.159,192.168.204.190,25228,9001,normal
tcp,172.23.2.65,172.22.14.223,12013,993,normal
udp,192.168.80.160,10.156.47.189,48532,22,malicious
udp,172.17.239.231,10.109.32.131,2633,24154,normal
udp,192.168.239.207,192.168.227.152,27793,5000,normal
tcp,10.200.245.69,10.249.177.59,1066,9000,normal
udp,192.168.48.138,10.26.219.50,58167,34942,normal
udp,172.26.239.239,172.16.230.21,10101,9001,normal
icmp,192.168.44.161,10.126.176.4,0,0,normal
udp,192.168.150.76,172.20.19.18,44034,5001,normal
icmp,192.168.10.128,59.67.47.223,0,0,normal
udp,172.24.246.89,10.168.207.23,59985,1900,malicious
udp,172.20.163.9,192.168.117.17,8902,25,normal
tcp,192.168.10.42,10.202.247.165,61590,25,normal
tcp,144.114.59.6,10.129.253.137,5030,68,normal
icmp,10.153.129.201,225.15.139.207,0,0,normal
tcp,10.73.169.255,10.89.105.49,22690,67,normal
udp,172.20.134.46,10.97.84.123,14729,5001,normal
tcp,10.90.237.87,110.181.90.52,64636,28554,normal
udp,172.31.83.19,192.168.109.41,28294,80,normal
udp,34.106.141.71,10.127.128.130,34447,22745,normal
tcp,250.30.87.138,157.2.186.96,26765,8888,normal
icmp,87.157.185.201,10.180.218.113,0,0,normal
tcp,172.21.55.9,172.22.36.183,12198,39258,normal
tcp,55.217.136.84,114.122.47.104,24440,443,normal
tcp,103.27.202.112,10.51.36.189,55680,25767,malicious
udp,192.168.211.158,68.24.109.15,27104,5000,normal
tcp,10.133.166.104,172.20.229.115,31896,587,normal
tcp,192.168.252.150,172.22.99.176,32787,36551,normal
icmp,244.113.199.151,192.168.61.156,0,0,normal
tcp,24.209.206.184,112.150.42.3,33552,53,normal
udp,192.168.178.39,172.30.229.86,25280,64657,normal
udp,71.0.187.226,172.21.64.106,8369,5001,normal
tcp,151.5.91.200,110.127.241.160,8077,143,normal
icmp,10.212.78.235,172.22.45.180,0,0,malicious
icmp,172.27.149.135,192.168.221.118,0,0,normal
icmp,10.36.137.162,172.26.210.184,0,0,normal
udp,202.182.180.238,192.168.132.72,26269,25,normal
tcp,103.27.202.112,192.168.96.173,46430,13234,malicious
tcp,56.161.217.28,192.168.14.114,25418,137,malicious
udp,185.220.101.4,10.44.142.21,10871,59788,malicious
tcp,10.155.94.116,68.193.9.115,53606,21,malicious
tcp,10.243.40.128,172.28.166.66,26545,25112,normal
icmp,192.168.104.1,192.168.202.126,0,0,normal
icmp,172.30.57.37,125.55.57.6,0,0,normal
udp,192.168.60.25,10.60.149.66,5213,7652,normal
icmp,192.168.68.253,10.36.142.147,0,0,malicious
udp,172.27.147.229,192.168.198.124,61463,1818,normal
tcp,192.168.252.89,172.19.220.105,50779,69,malicious
udp,172.18.132.132,192.168.194.157,53147,1900,malicious
udp,172.17.51.195,10.128.61.4,21613,21906,normal
tcp,192.168.18.122,43.81.63.140,23561,49034,normal
tcp,4.192.253.19,172.16.207.148,37230,53,normal
udp,172.31.52.249,172.24.195.92,1305,143,normal
tcp,172.17.53.221,192.168.116.132,29811,587,normal
icmp,56.51.140.237,10.22.76.216,0,0,normal
udp,51.151.90.91,172.26.216.191,33577,53,normal
udp,36.161.108.107,160.215.142.114,44347,24673,normal
tcp,10.172.162.45,172.26.127.2,56786,80,normal
udp,172.23.36.136,192.168.227.238,63251,9001,normal
tcp,192.168.240.143,172.16.78.234,45791,30537,normal
tcp,172.23.136.246,10.54.176.128,41273,53,normal
tcp,233.107.18.97,172.22.165.186,9426,1900,malicious
icmp,172.17.159.108,192.168.156.214,0,0,normal
tcp,172.31.199.147,10.217.95.156,62316,25,normal
tcp,118.32.73.56,188.13.113.134,11200,53368,normal
tcp,172.29.245.73,10.237.168.66,20327,80,normal
icmp,192.168.179.122,156.78.185.36,0,0,normal
icmp,172.31.4.69,10.141.96.78,0,0,normal
tcp,172.21.110.61,192.168.101.96,56295,53,normal
icmp,148.230.237.132,10.186.157.225,0,0,normal
icmp,10.147.217.8,187.91.240.175,0,0,normal
icmp,192.168.20.61,137.54.82.121,0,0,normal
udp,172.21.202.48,172.20.34.49,8249,8000,normal
icmp,172.29.218.216,10.53.2.177,0,0,normal
